"assignment","typeid","type","stepid","step","updatedon","conclusion","mark_value","mark_degradation","mark_details","decision","decision_ex","comparison_need_better_known","comparison_l3details","comparison_qualquant"
1768,3,Submission,1,Analysis,2022-06-13 17:50:32,null,null,null,null,,,,,
1706,1,Current,2,Comparison,2022-06-11 13:34:01,null,,,,"2",,,"0",null
1707,1,Current,1,Analysis,2022-06-11 13:35:31,null,null,null,null,,,,,
1707,3,Submission,1,Analysis,2022-06-11 13:35:38,null,null,null,null,,,,,
1705,1,Current,1,Analysis,2022-06-11 13:36:52,null,null,null,null,,,,,
1711,1,Current,2,Comparison,2022-06-11 14:18:44,null,,,,null,,,null,null
1705,3,Submission,1,Analysis,2022-06-11 13:39:45,null,null,null,null,,,,,
1705,1,Current,2,Comparison,2022-06-11 13:39:45,,,,,,,,,
1707,1,Current,2,Comparison,2022-06-11 13:39:50,null,,,,"0",,,"0",null
1708,1,Current,1,Analysis,2022-06-11 13:42:08,null,null,null,null,,,,,
1792,3,Submission,1,Analysis,2022-06-13 19:21:23,null,null,null,null,,,,,
1708,3,Submission,1,Analysis,2022-06-11 13:42:16,null,null,null,null,,,,,
1708,1,Current,2,Comparison,2022-06-11 13:46:54,null,,,,"2",,,"0",null
1705,3,Submission,2,Comparison,2022-06-11 13:52:58,null,,,,"2",,,null,null
1710,3,Submission,1,Analysis,2022-06-11 14:01:49,null,null,null,null,,,,,
1710,3,Submission,2,Comparison,2022-06-11 14:09:47,null,,,,"2",,,null,null
1711,3,Submission,1,Analysis,2022-06-11 14:16:06,null,null,null,null,,,,,
1790,1,Current,2,Comparison,2022-06-13 19:44:25,null,,,,"0",,,null,null
1711,3,Submission,2,Comparison,2022-06-11 14:26:41,null,,,,"0",,,null,null
1712,3,Submission,1,Analysis,2022-06-11 14:32:13,null,null,null,null,,,,,
1712,1,Current,2,Comparison,2022-06-11 14:32:13,,,,,,,,,
1712,3,Submission,2,Comparison,2022-06-11 14:39:14,null,,,,"1",,,null,null
1764,3,Submission,1,Analysis,2022-06-13 16:54:42,null,null,null,null,,,,,
1126,3,Submission,2,Comparison,2022-06-12 10:24:08,"""It\u2019s a mark of poor quality and with ambiguous minutiae. Poor quality is also the fingerprint to compare it with. Although there is a metric reference I do not think they are of the same size (I think that the metric reference was placed on the photo and not on the mark). I have therefore not found certain elements for the exclusion. In this case I would proceed to take again new fingerprints of the suspect and to place the two traces at the correct and same magnification. Alternatively I would consider it inconclusive. However, having to answer either positive or negative, not having found certain discordant elements, for the exercise I answered negative. When in doubt I prefer \""pro rei\""""",,,,"0",,,"0",null
1713,3,Submission,1,Analysis,2022-06-12 10:43:18,null,null,null,null,,,,,
1713,1,Current,2,Comparison,2022-06-12 10:43:18,,,,,,,,,
1127,3,Submission,2,Comparison,2022-06-12 10:49:19,"""Also for these the metric references do not appear correct. The fingerprints are of different sizes""",,,,"0",,,null,null
1790,3,Submission,2,Comparison,2022-06-13 19:44:28,null,,,,"0",,,null,null
1713,3,Submission,2,Comparison,2022-06-12 10:53:52,null,,,,"1",,,null,null
1128,3,Submission,2,Comparison,2022-06-12 10:57:28,null,,,,"0",,,null,null
1714,3,Submission,1,Analysis,2022-06-12 10:58:47,null,null,null,null,,,,,
1714,1,Current,2,Comparison,2022-06-12 10:58:47,,,,,,,,,
1143,3,Submission,2,Comparison,2022-06-12 10:58:57,"""The mark is clear enough and the test is easy""",,,,"1",,,"0",null
1717,3,Submission,2,Comparison,2022-06-12 11:50:12,null,,,,"0",,,null,null
1144,3,Submission,2,Comparison,2022-06-12 11:08:42,null,,,,"0",,,null,null
1714,3,Submission,2,Comparison,2022-06-12 11:09:26,null,,,,"0",,,null,null
1145,3,Submission,2,Comparison,2022-06-12 11:11:33,"""The mark is clear enough and the test is easy""",,,,"1",,,"1",null
1146,3,Submission,2,Comparison,2022-06-12 11:11:54,"""The mark is clear enough and the test is easy""",,,,"1",,,"0",null
1715,3,Submission,1,Analysis,2022-06-12 11:15:13,null,null,null,null,,,,,
1803,3,Submission,1,Analysis,2022-06-13 19:45:08,null,null,null,null,,,,,
1715,1,Current,2,Comparison,2022-06-12 11:15:13,,,,,,,,,
1147,3,Submission,2,Comparison,2022-06-12 11:18:16,null,,,,"0",,,null,null
1148,3,Submission,2,Comparison,2022-06-12 11:18:53,null,,,,"1",,,"0",null
1149,3,Submission,2,Comparison,2022-06-12 11:19:42,null,,,,"0",,,null,null
1164,3,Submission,2,Comparison,2022-06-12 11:19:59,null,,,,"1",,,"1",null
1801,1,Current,2,Comparison,2022-06-13 19:45:15,null,,,,null,,,null,null
1715,3,Submission,2,Comparison,2022-06-12 11:24:19,null,,,,"1",,,null,null
1716,3,Submission,1,Analysis,2022-06-12 11:30:36,null,null,null,null,,,,,
1716,1,Current,2,Comparison,2022-06-12 11:30:36,,,,,,,,,
1716,3,Submission,2,Comparison,2022-06-12 11:40:15,null,,,,"1",,,null,null
1717,3,Submission,1,Analysis,2022-06-12 11:44:04,null,null,null,null,,,,,
1717,1,Current,2,Comparison,2022-06-12 11:44:04,,,,,,,,,
1796,3,Submission,2,Comparison,2022-06-13 19:46:19,null,,,,"1",,,"1",null
1718,3,Submission,1,Analysis,2022-06-12 11:54:28,null,null,null,null,,,,,
1718,1,Current,2,Comparison,2022-06-12 11:54:28,,,,,,,,,
1718,3,Submission,2,Comparison,2022-06-12 12:02:37,null,,,,"1",,,null,null
1719,3,Submission,1,Analysis,2022-06-12 12:10:24,null,null,null,null,,,,,
1719,1,Current,2,Comparison,2022-06-12 12:10:24,,,,,,,,,
1720,1,Current,1,Analysis,2022-06-12 12:13:56,null,null,null,null,,,,,
1804,3,Submission,1,Analysis,2022-06-13 19:46:26,null,null,null,null,,,,,
1804,1,Current,2,Comparison,2022-06-13 19:46:26,,,,,,,,,
1720,3,Submission,1,Analysis,2022-06-12 12:16:56,null,null,null,null,,,,,
1720,1,Current,2,Comparison,2022-06-12 12:20:05,null,,,,null,,,null,null
1719,3,Submission,2,Comparison,2022-06-12 12:24:52,null,,,,"2",,,null,null
1721,3,Submission,1,Analysis,2022-06-12 12:27:59,null,null,null,null,,,,,
1721,1,Current,2,Comparison,2022-06-12 12:27:59,,,,,,,,,
1226,1,Current,2,Comparison,2022-06-13 11:21:37,null,,,,"2",,,null,null
1721,3,Submission,2,Comparison,2022-06-12 12:40:31,null,,,,"1",,,null,null
1722,3,Submission,1,Analysis,2022-06-13 09:11:41,null,null,null,null,,,,,
1722,1,Current,2,Comparison,2022-06-13 09:11:41,,,,,,,,,
1722,3,Submission,2,Comparison,2022-06-13 09:16:52,null,,,,null,,,null,null
1276,3,Submission,2,Comparison,2022-06-13 12:25:45,null,,,,"0",,,null,null
1217,3,Submission,2,Comparison,2022-06-13 10:53:36,"""I am not familiar with this program and could not get the images to be the same size.\n\nFor the first set I saved and did not mark a conclusion.  My conclusion is that it is from Different sources""",,,,"0",,,null,null
1218,3,Submission,2,Comparison,2022-06-13 10:57:23,null,,,,"2",,,null,null
1220,3,Submission,2,Comparison,2022-06-13 10:58:51,null,,,,"1",,,null,null
1221,1,Current,2,Comparison,2022-06-13 11:00:55,null,,,,"2",,,null,null
1221,3,Submission,2,Comparison,2022-06-13 11:01:03,null,,,,"2",,,null,null
1222,1,Current,2,Comparison,2022-06-13 11:03:24,null,,,,"1",,,null,null
1222,3,Submission,2,Comparison,2022-06-13 11:03:45,null,,,,"1",,,null,null
1223,3,Submission,2,Comparison,2022-06-13 11:05:43,null,,,,"1",,,null,null
1224,1,Current,2,Comparison,2022-06-13 11:09:57,null,,,,"0",,,null,null
1224,3,Submission,2,Comparison,2022-06-13 11:10:00,null,,,,"0",,,null,null
1226,3,Submission,2,Comparison,2022-06-13 11:21:47,null,,,,"2",,,null,null
1227,1,Current,2,Comparison,2022-06-13 11:25:11,null,,,,"0",,,null,null
1227,3,Submission,2,Comparison,2022-06-13 11:25:49,null,,,,"0",,,null,null
1723,1,Current,1,Analysis,2022-06-13 11:26:13,null,null,null,null,,,,,
1723,3,Submission,1,Analysis,2022-06-13 11:26:19,null,null,null,null,,,,,
1723,1,Current,2,Comparison,2022-06-13 11:28:18,null,,,,"1",,,null,null
1723,3,Submission,2,Comparison,2022-06-13 11:28:25,null,,,,"1",,,null,null
1724,3,Submission,1,Analysis,2022-06-13 12:35:14,null,null,null,null,,,,,
1724,1,Current,2,Comparison,2022-06-13 12:35:14,,,,,,,,,
1724,3,Submission,2,Comparison,2022-06-13 12:39:18,null,,,,"1",,,null,null
1725,3,Submission,1,Analysis,2022-06-13 12:41:33,null,null,null,null,,,,,
1725,1,Current,2,Comparison,2022-06-13 12:41:33,,,,,,,,,
1728,1,Current,2,Comparison,2022-06-13 12:58:00,,,,,,,,,
1725,3,Submission,2,Comparison,2022-06-13 12:43:51,null,,,,"2",,,null,null
1726,3,Submission,1,Analysis,2022-06-13 12:46:37,null,null,null,null,,,,,
1726,1,Current,2,Comparison,2022-06-13 12:46:37,,,,,,,,,
1726,3,Submission,2,Comparison,2022-06-13 12:50:41,null,,,,"2",,,null,null
1727,3,Submission,1,Analysis,2022-06-13 12:54:14,null,null,null,null,,,,,
1727,1,Current,2,Comparison,2022-06-13 12:54:14,,,,,,,,,
1727,3,Submission,2,Comparison,2022-06-13 12:56:54,null,,,,"2",,,null,null
1728,3,Submission,1,Analysis,2022-06-13 12:58:00,null,null,null,null,,,,,
1728,3,Submission,2,Comparison,2022-06-13 13:00:24,null,,,,"1",,,null,null
1729,3,Submission,1,Analysis,2022-06-13 13:01:22,null,null,null,null,,,,,
1729,1,Current,2,Comparison,2022-06-13 13:20:43,null,,,,null,,,null,null
1730,3,Submission,1,Analysis,2022-06-13 13:21:54,null,null,null,null,,,,,
1732,3,Submission,1,Analysis,2022-06-13 13:33:05,null,null,null,null,,,,,
1732,1,Current,2,Comparison,2022-06-13 13:35:44,null,,,,null,,,null,null
1735,3,Submission,1,Analysis,2022-06-13 13:49:29,null,null,null,null,,,,,
1730,1,Current,2,Comparison,2022-06-13 13:26:18,null,,,,null,,,null,null
1731,3,Submission,1,Analysis,2022-06-13 13:28:30,null,null,null,null,,,,,
1731,1,Current,2,Comparison,2022-06-13 13:28:30,,,,,,,,,
1731,3,Submission,2,Comparison,2022-06-13 13:31:37,null,,,,"2",,,null,null
1733,3,Submission,1,Analysis,2022-06-13 13:36:52,null,null,null,null,,,,,
1733,1,Current,2,Comparison,2022-06-13 13:36:52,,,,,,,,,
1733,3,Submission,2,Comparison,2022-06-13 13:40:27,null,,,,"2",,,null,null
1734,3,Submission,1,Analysis,2022-06-13 13:41:45,null,null,null,null,,,,,
1734,1,Current,2,Comparison,2022-06-13 13:45:55,null,,,,"1",,,null,null
1734,3,Submission,2,Comparison,2022-06-13 13:45:58,null,,,,"1",,,null,null
1739,1,Current,2,Comparison,2022-06-13 14:52:12,null,,,,null,,,null,null
1741,3,Submission,1,Analysis,2022-06-13 14:52:15,null,null,null,null,,,,,
1735,1,Current,2,Comparison,2022-06-13 13:54:01,null,,,,"2",,,null,null
1735,3,Submission,2,Comparison,2022-06-13 13:54:32,null,,,,"2",,,null,null
1736,3,Submission,1,Analysis,2022-06-13 13:55:32,null,null,null,null,,,,,
1736,1,Current,2,Comparison,2022-06-13 14:01:19,null,,,,null,,,null,null
1729,3,Submission,2,Comparison,2022-06-13 14:05:28,null,,,,"1",,,null,null
1739,3,Submission,1,Analysis,2022-06-13 14:45:25,null,null,null,null,,,,,
1730,3,Submission,2,Comparison,2022-06-13 14:11:03,null,,,,"1",,,null,null
1732,3,Submission,2,Comparison,2022-06-13 14:24:23,null,,,,"1",,,null,null
1736,3,Submission,2,Comparison,2022-06-13 14:25:26,null,,,,"0",,,null,null
1737,1,Current,1,Analysis,2022-06-13 14:30:11,null,null,null,null,,,,,
1737,3,Submission,1,Analysis,2022-06-13 14:31:30,null,null,null,null,,,,,
1737,1,Current,2,Comparison,2022-06-13 14:31:30,,,,,,,,,
1764,1,Current,2,Comparison,2022-06-13 16:54:42,,,,,,,,,
1737,3,Submission,2,Comparison,2022-06-13 14:37:03,null,,,,"2",,,null,null
1738,3,Submission,1,Analysis,2022-06-13 14:38:06,null,null,null,null,,,,,
1738,1,Current,2,Comparison,2022-06-13 14:38:06,,,,,,,,,
1738,3,Submission,2,Comparison,2022-06-13 14:39:39,null,,,,"1",,,null,null
1740,3,Submission,1,Analysis,2022-06-13 14:40:26,null,null,null,null,,,,,
1740,1,Current,2,Comparison,2022-06-13 14:40:26,,,,,,,,,
1740,3,Submission,2,Comparison,2022-06-13 14:50:22,null,,,,"0",,,null,null
1741,1,Current,2,Comparison,2022-06-13 14:52:15,,,,,,,,,
1742,3,Submission,1,Analysis,2022-06-13 14:59:32,null,null,null,null,,,,,
1742,1,Current,2,Comparison,2022-06-13 14:59:32,,,,,,,,,
1741,3,Submission,2,Comparison,2022-06-13 15:15:02,null,,,,"2",,,null,null
1743,3,Submission,1,Analysis,2022-06-13 15:17:00,null,null,null,null,,,,,
1743,1,Current,2,Comparison,2022-06-13 15:17:00,,,,,,,,,
1743,3,Submission,2,Comparison,2022-06-13 15:20:09,null,,,,"1",,,null,null
1774,3,Submission,1,Analysis,2022-06-13 18:24:04,null,null,null,null,,,,,
1742,3,Submission,2,Comparison,2022-06-13 15:23:35,null,,,,"2",,,null,null
1744,3,Submission,1,Analysis,2022-06-13 15:26:13,null,null,null,null,,,,,
1744,1,Current,2,Comparison,2022-06-13 15:26:13,,,,,,,,,
1745,3,Submission,1,Analysis,2022-06-13 15:30:25,null,null,null,null,,,,,
1745,1,Current,2,Comparison,2022-06-13 15:30:25,,,,,,,,,
1745,3,Submission,2,Comparison,2022-06-13 15:37:58,null,,,,"1",,,null,null
1774,1,Current,2,Comparison,2022-06-13 18:24:04,,,,,,,,,
1215,3,Submission,2,Comparison,2022-06-13 15:38:24,null,,,,"2",,,null,null
1746,3,Submission,1,Analysis,2022-06-13 15:39:50,null,null,null,null,,,,,
1746,1,Current,2,Comparison,2022-06-13 15:39:50,,,,,,,,,
1744,3,Submission,2,Comparison,2022-06-13 15:40:42,null,,,,"2",,,null,null
1747,3,Submission,1,Analysis,2022-06-13 15:44:43,null,null,null,null,,,,,
1820,3,Submission,1,Analysis,2022-06-13 20:22:54,null,null,null,null,,,,,
1747,1,Current,2,Comparison,2022-06-13 15:44:43,,,,,,,,,
1746,3,Submission,2,Comparison,2022-06-13 15:44:47,null,,,,"0",,,"0",null
1748,3,Submission,1,Analysis,2022-06-13 15:45:07,null,null,null,null,,,,,
1748,1,Current,2,Comparison,2022-06-13 15:45:07,,,,,,,,,
1747,3,Submission,2,Comparison,2022-06-13 15:46:45,null,,,,"1",,,null,null
1749,3,Submission,1,Analysis,2022-06-13 15:47:21,null,null,null,null,,,,,
1755,3,Submission,1,Analysis,2022-06-13 16:02:10,null,null,null,null,,,,,
1748,3,Submission,2,Comparison,2022-06-13 15:48:45,null,,,,"2",,,null,null
1749,1,Current,2,Comparison,2022-06-13 15:50:13,null,,,,null,,,null,null
1751,3,Submission,1,Analysis,2022-06-13 15:50:19,null,null,null,null,,,,,
1751,1,Current,2,Comparison,2022-06-13 15:50:19,,,,,,,,,
1750,3,Submission,1,Analysis,2022-06-13 15:50:34,null,null,null,null,,,,,
1750,1,Current,2,Comparison,2022-06-13 15:50:34,,,,,,,,,
1752,3,Submission,1,Analysis,2022-06-13 15:53:04,null,null,null,null,,,,,
1828,3,Submission,1,Analysis,2022-06-13 20:52:42,null,null,null,null,,,,,
1752,1,Current,2,Comparison,2022-06-13 15:53:04,,,,,,,,,
1751,3,Submission,2,Comparison,2022-06-13 15:53:16,null,,,,"1",,,null,null
1753,3,Submission,1,Analysis,2022-06-13 15:54:21,null,null,null,null,,,,,
1753,1,Current,2,Comparison,2022-06-13 15:54:21,,,,,,,,,
1752,3,Submission,2,Comparison,2022-06-13 15:55:46,null,,,,"1",,,"1",null
1754,3,Submission,1,Analysis,2022-06-13 15:57:27,null,null,null,null,,,,,
1754,1,Current,2,Comparison,2022-06-13 15:57:27,,,,,,,,,
1750,3,Submission,2,Comparison,2022-06-13 15:58:22,null,,,,"0",,,null,null
1753,3,Submission,2,Comparison,2022-06-13 16:01:49,null,,,,"1",,,null,null
1756,3,Submission,1,Analysis,2022-06-13 16:02:56,null,null,null,null,,,,,
1756,1,Current,2,Comparison,2022-06-13 16:02:56,,,,,,,,,
1754,3,Submission,2,Comparison,2022-06-13 16:03:11,null,,,,"1",,,"1",null
1757,3,Submission,1,Analysis,2022-06-13 16:05:49,null,null,null,null,,,,,
1757,1,Current,2,Comparison,2022-06-13 16:05:49,,,,,,,,,
1755,3,Submission,2,Comparison,2022-06-13 16:05:59,null,,,,"2",,,null,null
1756,3,Submission,2,Comparison,2022-06-13 16:06:53,null,,,,"2",,,null,null
1758,1,Current,2,Comparison,2022-06-13 16:07:47,,,,,,,,,
1757,3,Submission,2,Comparison,2022-06-13 16:08:37,null,,,,"0",,,"0",null
1759,3,Submission,1,Analysis,2022-06-13 16:15:13,null,null,null,null,,,,,
1759,1,Current,2,Comparison,2022-06-13 16:15:13,,,,,,,,,
1758,3,Submission,2,Comparison,2022-06-13 16:16:24,null,,,,"0",,,null,null
1760,3,Submission,1,Analysis,2022-06-13 16:19:01,null,null,null,null,,,,,
1760,1,Current,2,Comparison,2022-06-13 16:19:01,,,,,,,,,
1760,3,Submission,2,Comparison,2022-06-13 16:32:24,null,,,,"1",,,null,null
1759,3,Submission,2,Comparison,2022-06-13 16:33:29,null,,,,"1",,,null,null
1766,3,Submission,1,Analysis,2022-06-13 17:40:09,null,null,null,null,,,,,
1761,3,Submission,1,Analysis,2022-06-13 16:37:29,null,null,null,null,,,,,
1761,1,Current,2,Comparison,2022-06-13 16:37:29,,,,,,,,,
1762,3,Submission,1,Analysis,2022-06-13 16:38:17,null,null,null,null,,,,,
1762,1,Current,2,Comparison,2022-06-13 16:38:17,,,,,,,,,
1761,3,Submission,2,Comparison,2022-06-13 16:53:10,null,,,,"2",,,null,null
1762,3,Submission,2,Comparison,2022-06-13 16:53:19,null,,,,"2",,,null,null
1763,3,Submission,1,Analysis,2022-06-13 16:59:57,null,null,null,null,,,,,
1763,1,Current,2,Comparison,2022-06-13 16:59:57,,,,,,,,,
1763,3,Submission,2,Comparison,2022-06-13 17:22:34,null,,,,"1",,,null,null
1739,3,Submission,2,Comparison,2022-06-13 17:25:46,null,,,,"2",,,null,null
1765,3,Submission,1,Analysis,2022-06-13 17:33:57,null,null,null,null,,,,,
1765,1,Current,2,Comparison,2022-06-13 17:33:57,,,,,,,,,
1765,3,Submission,2,Comparison,2022-06-13 17:37:17,null,,,,"2",,,null,null
1767,3,Submission,1,Analysis,2022-06-13 17:45:41,null,null,null,null,,,,,
1767,1,Current,2,Comparison,2022-06-13 17:45:41,,,,,,,,,
1766,3,Submission,2,Comparison,2022-06-13 17:53:25,null,,,,"0",,,null,null
1768,1,Current,2,Comparison,2022-06-13 17:54:29,null,,,,null,,,null,null
1770,3,Submission,1,Analysis,2022-06-13 17:55:35,null,null,null,null,,,,,
1770,1,Current,2,Comparison,2022-06-13 17:55:35,,,,,,,,,
1770,3,Submission,2,Comparison,2022-06-13 17:59:38,null,,,,"1",,,null,null
1771,3,Submission,1,Analysis,2022-06-13 18:09:07,null,null,null,null,,,,,
1771,1,Current,2,Comparison,2022-06-13 18:09:07,,,,,,,,,
1769,1,Current,1,Analysis,2022-06-13 18:14:50,null,null,null,null,,,,,
1769,3,Submission,1,Analysis,2022-06-13 18:16:42,null,null,null,null,,,,,
1769,1,Current,2,Comparison,2022-06-13 18:16:42,,,,,,,,,
1771,3,Submission,2,Comparison,2022-06-13 18:17:09,null,,,,"1",,,"0",null
1772,3,Submission,1,Analysis,2022-06-13 18:18:39,null,null,null,null,,,,,
1828,1,Current,2,Comparison,2022-06-13 20:52:42,,,,,,,,,
1772,1,Current,2,Comparison,2022-06-13 18:18:39,,,,,,,,,
1773,1,Current,1,Analysis,2022-06-13 18:21:08,null,null,null,null,,,,,
1773,3,Submission,1,Analysis,2022-06-13 18:21:10,null,null,null,null,,,,,
1768,3,Submission,2,Comparison,2022-06-13 18:22:03,"""Pattern Forced Area - all deltas have these features, but these two were not incredibly similar.""",,,,"2",,,"0",null
1767,3,Submission,2,Comparison,2022-06-13 18:23:21,null,,,,"1",,,"0",null
1773,1,Current,2,Comparison,2022-06-13 18:30:45,null,,,,null,,,null,null
1774,3,Submission,2,Comparison,2022-06-13 18:27:06,null,,,,"1",,,"0",null
1775,3,Submission,1,Analysis,2022-06-13 18:27:15,null,null,null,null,,,,,
1775,1,Current,2,Comparison,2022-06-13 18:27:15,,,,,,,,,
1775,3,Submission,2,Comparison,2022-06-13 18:28:05,null,,,,"2",,,null,null
1772,3,Submission,2,Comparison,2022-06-13 18:30:05,null,,,,"1",,,null,null
891,3,Submission,2,Comparison,2022-06-13 18:30:12,null,,,,"0",,,null,null
1773,3,Submission,2,Comparison,2022-06-13 18:31:38,null,,,,"1",,,null,null
896,3,Submission,2,Comparison,2022-06-13 18:32:28,null,,,,"0",,,null,null
1778,3,Submission,1,Analysis,2022-06-13 18:32:56,null,null,null,null,,,,,
1778,1,Current,2,Comparison,2022-06-13 18:32:56,,,,,,,,,
1787,1,Current,2,Comparison,2022-06-13 19:19:08,null,,,,null,,,null,null
1777,3,Submission,1,Analysis,2022-06-13 18:33:04,null,null,null,null,,,,,
1776,3,Submission,1,Analysis,2022-06-13 18:34:29,null,null,null,null,,,,,
1776,1,Current,2,Comparison,2022-06-13 18:40:34,null,,,,null,,,null,null
1777,1,Current,2,Comparison,2022-06-13 18:44:43,null,,,,null,,,null,null
1787,3,Submission,1,Analysis,2022-06-13 19:14:42,null,null,null,null,,,,,
1779,1,Current,1,Analysis,2022-06-13 18:42:46,null,null,null,null,,,,,
1779,3,Submission,1,Analysis,2022-06-13 18:42:53,null,null,null,null,,,,,
1780,1,Current,1,Analysis,2022-06-13 18:46:35,null,null,null,null,,,,,
1779,1,Current,2,Comparison,2022-06-13 18:46:43,null,,,,null,,,null,null
1792,1,Current,1,Analysis,2022-06-13 19:21:19,null,null,null,null,,,,,
1780,3,Submission,1,Analysis,2022-06-13 18:46:42,null,null,null,null,,,,,
1779,3,Submission,2,Comparison,2022-06-13 18:47:17,null,,,,"0",,,null,null
1781,1,Current,1,Analysis,2022-06-13 18:47:37,null,null,null,null,,,,,
1781,3,Submission,1,Analysis,2022-06-13 18:47:41,null,null,null,null,,,,,
1780,1,Current,2,Comparison,2022-06-13 18:50:28,null,,,,null,,,null,null
1790,1,Current,1,Analysis,2022-06-13 19:14:58,null,null,null,null,,,,,
1778,3,Submission,2,Comparison,2022-06-13 18:51:38,null,,,,"0",,,null,null
1782,3,Submission,1,Analysis,2022-06-13 18:51:45,null,null,null,null,,,,,
1782,1,Current,2,Comparison,2022-06-13 18:51:45,,,,,,,,,
1782,3,Submission,2,Comparison,2022-06-13 18:54:44,null,,,,"0",,,"1",null
1783,3,Submission,1,Analysis,2022-06-13 18:54:52,null,null,null,null,,,,,
1783,1,Current,2,Comparison,2022-06-13 18:54:52,,,,,,,,,
1780,3,Submission,2,Comparison,2022-06-13 18:58:10,null,,,,"2",,,null,null
1784,3,Submission,1,Analysis,2022-06-13 18:59:07,null,null,null,null,,,,,
1784,1,Current,2,Comparison,2022-06-13 18:59:07,,,,,,,,,
